PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.ProteinNames	[1] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S1_S2-C10_1_6765.d.PG.Quantity	[2] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S4_S2-D3_1_6770.d.PG.Quantity	[3] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S7_S2-B8_1_6751.d.PG.Quantity	[4] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S10_S2-A5_1_6736.d.PG.Quantity	[5] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S13_S2-D9_1_6776.d.PG.Quantity	[6] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S16_S2-C7_1_6762.d.PG.Quantity	[7] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S19_S2-E1_1_6780.d.PG.Quantity	[8] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S22_S2-B12_1_6755.d.PG.Quantity	[9] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S25_S2-B2_1_6745.d.PG.Quantity	[10] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S28_S2-B4_1_6747.d.PG.Quantity	[11] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S31_S2-D7_1_6774.d.PG.Quantity	[12] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S34_S2-A11_1_6742.d.PG.Quantity	[13] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S37_S2-E5_1_6784.d.PG.Quantity	[14] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S40_S2-A6_1_6737.d.PG.Quantity	[15] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S43_S2-D1_1_6768.d.PG.Quantity	[16] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S46_S2-E3_1_6782.d.PG.Quantity	[17] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S49_S2-C5_1_6760.d.PG.Quantity	[18] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S52_S2-A2_1_6733.d.PG.Quantity	[19] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S55_S2-G4_1_6807.d.PG.Quantity	[20] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S61_S3-A1_1_6829.d.PG.Quantity	[21] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S64_S2-H6_1_6821.d.PG.Quantity	[22] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S67_S2-G11_1_6814.d.PG.Quantity	[23] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S73_S2-G1_1_6804.d.PG.Quantity	[24] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S76_S3-A3_1_6831.d.PG.Quantity	[25] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S79_S2-G8_1_6811.d.PG.Quantity	[26] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S82_S2-F6_1_6797.d.PG.Quantity	[27] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S85_S2-F4_1_6795.d.PG.Quantity	[28] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S88_S2-H3_1_6818.d.PG.Quantity	[29] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S91_S2-F2_1_6793.d.PG.Quantity	[30] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S94_S2-H2_1_6817.d.PG.Quantity	[31] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S94_S2-H10_1_6825.d.PG.Quantity	[32] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S97_S2-E7_1_6786.d.PG.Quantity	[33] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S100_S3-A9_1_6837.d.PG.Quantity	[34] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S102_S3-A7_1_6835.d.PG.Quantity	[35] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S103_S2-E10_1_6789.d.PG.Quantity	[36] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S106_S2-F8_1_6799.d.PG.Quantity
P04905	Gstm1	Glutathione S-transferase Mu 1	GSTM1_RAT	108.24186706542969	99.89132690429688	102.70953369140625	75.41796112060547	74.29940795898438	95.54041290283203	320.584228515625	85.02265930175781	70.65696716308594	67.28319549560547	128.24842834472656	67.34378051757812	73.73974609375	85.54574584960938	114.28022003173828	81.46375274658203	NaN	59.08629608154297	52.81901168823242	82.82770538330078	126.39376068115234	94.70415496826172	110.00142669677734	72.10122680664062	86.35365295410156	85.38324737548828	79.9181137084961	87.26194763183594	40.01188278198242	77.94344329833984	72.44419860839844	NaN	53.49654769897461	58.52963638305664	87.88235473632812	131.6466827392578
P04906	Gstp1	Glutathione S-transferase P	GSTP1_RAT	109.933837890625	109.345947265625	164.02813720703125	125.80303955078125	122.47526550292969	123.40111541748047	485.1666259765625	121.50125885009766	128.42724609375	121.35830688476562	113.34114074707031	106.69775390625	105.25733947753906	113.53942108154297	100.84593963623047	112.92271423339844	113.7067642211914	135.88287353515625	88.77351379394531	124.7040786743164	136.43548583984375	165.63467407226562	98.75887298583984	92.59104919433594	139.79339599609375	116.82503509521484	94.93111419677734	115.85121154785156	119.24781799316406	121.69160461425781	126.21699523925781	138.96856689453125	99.65676879882812	95.17726135253906	107.4813232421875	113.26919555664062
P04916	Rbp4	Retinol-binding protein 4	RET4_RAT	26.873104095458984	NaN	27.273374557495117	NaN	15.818050384521484	29.840700149536133	518.3472900390625	NaN	27.474233627319336	22.805814743041992	NaN	22.51380729675293	NaN	NaN	14.378302574157715	30.905624389648438	NaN	NaN	6.327343463897705	14.0245361328125	35.48602294921875	NaN	32.75918197631836	NaN	12.148477554321289	22.231782913208008	38.773651123046875	NaN	32.987186431884766	7.94150447845459	13.605088233947754	NaN	19.35725212097168	NaN	NaN	17.39133071899414
P04937	Fn1	Fibronectin	FINC_RAT	44.79981994628906	30.794960021972656	NaN	NaN	32.83030319213867	NaN	506.523681640625	36.67343521118164	NaN	NaN	46.046688079833984	20.263442993164062	36.24940490722656	35.507572174072266	23.46123504638672	23.799705505371094	47.5136604309082	37.996192932128906	15.75345516204834	15.773792266845703	54.13527297973633	NaN	39.81129837036133	22.35318374633789	20.479673385620117	31.06585693359375	20.11539077758789	NaN	25.57615852355957	42.50043869018555	31.067750930786133	92.01087951660156	42.921302795410156	28.66114616394043	17.542373657226562	23.701705932617188
P04961	Pcna	Proliferating cell nuclear antigen	PCNA_RAT	0.697083592414856	1.0134072303771973	NaN	NaN	NaN	NaN	123.823974609375	NaN	NaN	NaN	1	0.6547937989234924	0.79033362865448	NaN	NaN	NaN	NaN	NaN	1.0534228086471558	NaN	2.0724236965179443	NaN	NaN	0.8246472477912903	0.7063443660736084	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0537117719650269	NaN	NaN	NaN
P05065	Aldoa	Fructose-bisphosphate aldolase A	ALDOA_RAT	22297.419921875	55443.234375	63003.94140625	74058.1875	57092.1171875	48108.5546875	5405.6220703125	42116.33203125	38811.6640625	30654.8828125	67998.625	48932.8125	36915.39453125	59072.86328125	61094.63671875	38742.53125	42880.9296875	62894.94921875	33284.6328125	35894.03515625	23485.177734375	47974.6328125	32278.30859375	22745.09765625	31544.734375	52479.203125	52365.4765625	38524.08203125	65931.796875	36787.4140625	32500.720703125	72159.875	48150.26953125	36427.23828125	55843.6328125	47925.2890625
P05197	Eef2	Elongation factor 2	EF2_RAT	1020.619873046875	1575.662353515625	1391.2652587890625	1634.098388671875	1282.9073486328125	1476.264404296875	2438.93310546875	1644.6417236328125	1208.89453125	983.6548461914062	1512.8814697265625	1449.696044921875	1329.8577880859375	1322.831298828125	1256.427978515625	1214.549072265625	1369.4683837890625	1755.4910888671875	1379.7861328125	1374.7733154296875	1189.169189453125	1296.8243408203125	1343.60693359375	1251.4017333984375	1140.0762939453125	1327.819580078125	1332.131591796875	1259.2271728515625	1785.2327880859375	1168.82373046875	1343.114990234375	1251.890869140625	1458.3355712890625	1131.585693359375	1378.0977783203125	1225.406494140625
P05369	Fdps	Farnesyl pyrophosphate synthase	FPPS_RAT	57.04183578491211	79.24161529541016	68.17433166503906	74.96652221679688	56.419132232666016	68.27763366699219	NaN	54.48982238769531	51.3325080871582	44.98584747314453	105.6587142944336	43.226566314697266	43.555850982666016	50.212581634521484	51.59361267089844	65.30116271972656	55.808265686035156	52.86238098144531	51.89808654785156	74.68536376953125	77.93572235107422	87.50872802734375	38.575618743896484	54.162288665771484	65.55264282226562	60.19947814941406	53.088600158691406	71.60157012939453	54.38127899169922	58.00530242919922	63.192989349365234	45.53425598144531	76.04148864746094	43.80193328857422	69.82610321044922	54.311458587646484
P05370	G6pdx	Glucose-6-phosphate 1-dehydrogenase	G6PD_RAT	NaN	NaN	NaN	NaN	NaN	NaN	233.5957794189453	NaN	NaN	236.78347778320312	NaN	NaN	NaN	NaN	43.748172760009766	NaN	NaN	NaN	NaN	86.27843475341797	NaN	NaN	NaN	60.21284484863281	53.81502914428711	NaN	NaN	NaN	119.28496551513672	43.47713088989258	70.12413024902344	NaN	NaN	NaN	NaN	70.14209747314453
P05371	Clu	Clusterin	CLUS_RAT	117.95552062988281	169.8556671142578	161.39788818359375	128.06776428222656	83.84303283691406	113.32152557373047	1950.1705322265625	104.30255889892578	140.30221557617188	101.91246032714844	127.38211822509766	62.69845962524414	140.7573699951172	89.6176986694336	84.21554565429688	115.68628692626953	111.18936157226562	128.4365997314453	86.6096420288086	64.99054718017578	303.14996337890625	70.66458892822266	99.54011535644531	77.90799713134766	68.13008117675781	79.18016052246094	66.20619201660156	58.19371795654297	111.3254623413086	99.17254638671875	71.18708801269531	101.04903411865234	109.12423706054688	59.320560455322266	84.27526092529297	68.57697296142578
P05426	Rpl7	60S ribosomal protein L7	RL7_RAT	261.611328125	450.4840087890625	329.316650390625	378.0642395019531	245.45909118652344	305.6282653808594	1045.1265869140625	287.5384521484375	282.8233947753906	257.5660705566406	421.4344787597656	269.7741394042969	363.9698181152344	286.72320556640625	299.3343811035156	315.7060852050781	213.52748107910156	250.52987670898438	344.565673828125	193.90037536621094	259.1332702636719	218.76971435546875	266.63446044921875	189.62017822265625	185.32183837890625	326.0115051269531	295.8501281738281	176.92481994628906	410.3944396972656	201.81410217285156	174.23468017578125	241.42601013183594	331.9113464355469	210.97113037109375	297.84918212890625	202.69357299804688
P05544	Serpina3l	Serine protease inhibitor A3L	SPA3L_RAT	592.3472290039062	554.3801879882812	714.754638671875	551.3283081054688	292.81768798828125	469.249755859375	13871.0791015625	309.5557861328125	391.77728271484375	513.490234375	521.173583984375	332.0867614746094	545.2149658203125	336.9490966796875	454.2019348144531	636.1196899414062	379.91949462890625	204.50962829589844	340.9139709472656	355.2519836425781	504.046875	179.8712615966797	522.1322021484375	328.89208984375	351.42657470703125	392.03369140625	479.2502136230469	320.09161376953125	444.75701904296875	349.7598571777344	488.1916198730469	210.1042938232422	444.1807556152344	133.65684509277344	128.800048828125	354.5116271972656
P05545	Serpina3k	Serine protease inhibitor A3K	SPA3K_RAT	428.03125	316.5827941894531	417.27069091796875	265.71624755859375	226.16323852539062	280.4216003417969	7888.1337890625	202.60336303710938	304.822265625	343.7873229980469	245.40328979492188	158.88009643554688	271.0062561035156	194.51123046875	307.5025329589844	436.13873291015625	299.56561279296875	104.15860748291016	217.36631774902344	258.45721435546875	468.0925598144531	206.63656616210938	368.2794189453125	237.28684997558594	269.48553466796875	230.10504150390625	282.60394287109375	268.39764404296875	265.09368896484375	281.1192626953125	393.8490905761719	164.72483825683594	307.1158447265625	92.48343658447266	108.2217788696289	353.32037353515625
P05708	Hk1	Hexokinase-1	HXK1_RAT	64.63853454589844	73.01461029052734	NaN	NaN	NaN	65.32833099365234	264.8679504394531	3091.06591796875	NaN	NaN	73.19198608398438	34.31992721557617	40.34016799926758	58.7361946105957	NaN	34.21434020996094	42.59867477416992	NaN	53.326961517333984	27.585060119628906	93.754638671875	77.43790435791016	54.049285888671875	33.27967834472656	41.42654037475586	41.9000244140625	27.559865951538086	50.549747467041016	67.108642578125	63.884315490722656	40.80548858642578	NaN	33.984840393066406	31.452850341796875	48.59234619140625	30.361957550048828
P05712	Rab2a	Ras-related protein Rab-2A	RAB2A_RAT	215.00885009765625	142.99505615234375	106.73564910888672	177.71044921875	170.87408447265625	182.5419158935547	1264.554443359375	78.06632232666016	93.7763442993164	115.0764389038086	121.76153564453125	112.10816192626953	165.52027893066406	126.37267303466797	78.54521942138672	80.78251647949219	138.39364624023438	113.9424819946289	192.91615295410156	80.3595199584961	179.0294647216797	168.6171112060547	138.8676300048828	102.54608154296875	110.26068878173828	133.39463806152344	135.10186767578125	127.45906066894531	166.3717041015625	124.32781219482422	104.89035034179688	85.80854034423828	189.96888732910156	118.02277374267578	139.90650939941406	74.9657974243164
P05765	Rps21	40S ribosomal protein S21	RS21_RAT	105.04163360595703	143.79611206054688	136.96937561035156	132.3799591064453	163.48057556152344	163.89064025878906	675.0421142578125	121.97966766357422	100.53033447265625	97.09988403320312	158.3199462890625	98.904541015625	121.98316955566406	91.43707275390625	107.89708709716797	112.8630142211914	144.0354766845703	90.07598114013672	128.1572265625	87.02410125732422	102.18525695800781	121.25865173339844	137.1298370361328	73.39972686767578	109.95248413085938	101.31930541992188	78.92810821533203	74.12030792236328	117.69200134277344	99.14637756347656	80.4380111694336	123.30265045166016	108.22013854980469	76.64154052734375	79.25203704833984	83.51606750488281
P05942	S100a4	Protein S100-A4	S10A4_RAT	NaN	123.71161651611328	21.527862548828125	35.4471549987793	76.29085540771484	19.845943450927734	448.66021728515625	31.049022674560547	71.91500091552734	31.691194534301758	15.048707008361816	23.687864303588867	46.02034378051758	122.13801574707031	NaN	21.26776123046875	NaN	23.85921287536621	46.444847106933594	74.36748504638672	344.0765075683594	100.12338256835938	51.60001754760742	67.25446319580078	52.03532791137695	139.54249572753906	125.26527404785156	78.16450500488281	110.86217498779297	60.211029052734375	NaN	55.1757698059082	43.66439437866211	83.47307586669922	174.20289611816406	51.031436920166016
P05943	S100a10	Protein S100-A10	S10AA_RAT	NaN	226.82029724121094	96.90723419189453	215.5017547607422	101.58491516113281	360.5674133300781	5535.15771484375	174.3011932373047	89.2861557006836	NaN	281.3811950683594	75.10430908203125	327.6013488769531	176.8585968017578	NaN	NaN	197.46070861816406	272.7281188964844	73.76675415039062	83.7939224243164	145.48797607421875	NaN	86.269287109375	45.96335983276367	NaN	84.88050842285156	92.31736755371094	NaN	157.73165893554688	73.60527038574219	61.45756912231445	109.1954345703125	137.85731506347656	126.95272827148438	148.8706512451172	79.59906768798828
P05964	S100a6	Protein S100-A6	S10A6_RAT	61.25764083862305	283.58251953125	30.037555694580078	75.93694305419922	33.89272689819336	60.052024841308594	610.9977416992188	98.90714263916016	97.71378326416016	61.870391845703125	240.05299377441406	108.68579864501953	97.91670227050781	65.97571563720703	108.18135833740234	10.469958305358887	NaN	405.00115966796875	39.21089172363281	100.13187408447266	87.8185043334961	30.536293029785156	49.07627868652344	21.927101135253906	22.609567642211914	86.19602966308594	65.6320571899414	NaN	105.16366577148438	77.46367645263672	35.81358337402344	153.5838623046875	69.58100891113281	126.3251724243164	146.03515625	33.872703552246094
P06214	Alad	Delta-aminolevulinic acid dehydratase	HEM2_RAT	117.65521240234375	139.96768188476562	136.74098205566406	183.22361755371094	122.28199005126953	146.4822235107422	853.4879760742188	135.85098266601562	99.71563720703125	120.57250213623047	245.06048583984375	190.4237060546875	207.0511932373047	193.5171661376953	140.71234130859375	110.48728942871094	124.01033782958984	186.0954132080078	130.7179412841797	106.86579895019531	92.59162902832031	121.78036499023438	99.99948120117188	118.07041931152344	104.58101654052734	93.0333251953125	114.0248031616211	94.31581115722656	123.08979797363281	90.98863983154297	243.23281860351562	122.12340545654297	128.17117309570312	96.9764175415039	124.69802856445312	145.0474395751953
P06238	A2m	Alpha-2-macroglobulin	A2MG_RAT	22.10806655883789	34.80364990234375	53.82946014404297	45.51747512817383	41.69761276245117	57.26707077026367	NaN	32.751766204833984	24.966381072998047	18.200443267822266	137.70550537109375	47.003353118896484	90.10131072998047	50.24528503417969	39.68830871582031	41.916175842285156	82.4220962524414	103.08946990966797	57.584686279296875	60.93413543701172	37.99953842163086	49.06415557861328	76.08016204833984	18.749879837036133	29.086463928222656	42.26323318481445	30.823148727416992	14.629642486572266	70.68439483642578	128.64608764648438	63.96621322631836	288.19171142578125	30.82044219970703	74.1217041015625	62.95831298828125	21.766353607177734
P06302	Ptma	Prothymosin alpha	PTMA_RAT	329.2967529296875	214.57388305664062	199.4127197265625	187.2929229736328	1184.523193359375	366.07977294921875	5895.3525390625	127.30887603759766	128.00067138671875	168.53182983398438	143.04429626464844	172.2334442138672	153.47691345214844	256.730712890625	300.1810607910156	320.70977783203125	191.03294372558594	496.7497863769531	111.9873046875	202.3778533935547	271.829833984375	185.53099060058594	144.6907196044922	252.08937072753906	263.72796630859375	190.29287719726562	303.8397216796875	138.71278381347656	332.1265869140625	311.42962646484375	79.20380401611328	230.0299072265625	239.51174926757812	115.40480041503906	239.96717834472656	190.6201629638672
P06399	Fga	Fibrinogen alpha chain	FIBA_RAT	127.36003875732422	110.13137817382812	78.39895629882812	134.14878845214844	80.77725219726562	49.05399703979492	951.7793579101562	87.79109954833984	103.66267395019531	71.90348815917969	64.49919128417969	76.7396240234375	100.03855895996094	123.19925689697266	84.12535858154297	112.3231430053711	107.57630920410156	160.39768981933594	63.933719635009766	70.7678451538086	192.23085021972656	88.17865753173828	89.16990661621094	105.3212890625	120.72331237792969	57.43711471557617	85.49646759033203	114.6502914428711	71.07154083251953	80.14712524414062	90.52159881591797	78.71141815185547	87.048583984375	117.83436584472656	103.78791046142578	73.98452758789062
P06685	Atp1a1	Sodium/potassium-transporting ATPase subunit alpha-1	AT1A1_RAT	136.7535400390625	96.05924987792969	44.7182502746582	112.31836700439453	129.4537811279297	126.94603729248047	562.6785888671875	92.45881652832031	80.3745346069336	149.8113250732422	61.37895965576172	138.7952880859375	129.34622192382812	64.13558959960938	38.62252426147461	61.5009765625	162.68482971191406	44.3100471496582	112.10438537597656	100.68505096435547	130.2801055908203	110.21031951904297	89.98101806640625	100.78035736083984	110.90172576904297	95.25402069091797	109.62012481689453	123.90684509277344	110.51844787597656	125.22071075439453	83.96744537353516	63.03677749633789	111.63980865478516	128.7322235107422	117.81121826171875	54.23637008666992
P06686	Atp1a2	Sodium/potassium-transporting ATPase subunit alpha-2	AT1A2_RAT	182.4427947998047	121.1543197631836	83.38168334960938	210.52320861816406	228.93528747558594	171.0276336669922	188.5238037109375	188.30914306640625	164.2327117919922	201.01551818847656	52.45551681518555	185.42369079589844	224.20652770996094	100.06372833251953	47.52561950683594	75.64790344238281	237.26502990722656	65.95884704589844	220.20437622070312	180.7718048095703	214.003173828125	209.2803192138672	175.34364318847656	207.8848419189453	186.43804931640625	205.05877685546875	173.47535705566406	208.07296752929688	153.21632385253906	231.84657287597656	151.6494903564453	93.53219604492188	159.3832244873047	210.3089141845703	230.4799041748047	124.89009094238281
P06761	Hspa5	Endoplasmic reticulum chaperone BiP	BIP_RAT	402.9530334472656	356.2091369628906	377.5921325683594	493.21484375	336.2748718261719	376.0531311035156	2865.81982421875	360.5593566894531	332.65771484375	367.83306884765625	406.0062561035156	329.3908386230469	513.3163452148438	370.2173156738281	394.6562194824219	364.8806457519531	384.7846984863281	499.4660949707031	391.8645935058594	394.54095458984375	597.8562622070312	466.0176696777344	417.65350341796875	367.4971923828125	358.0144958496094	352.1165771484375	306.7124938964844	397.187744140625	448.3827819824219	363.81964111328125	454.3932800292969	456.85076904296875	410.5532531738281	286.3103942871094	296.90533447265625	297.2489318847656
P06866	Hp	Haptoglobin	HPT_RAT	177.27499389648438	278.5959167480469	212.26095581054688	257.3726501464844	198.65634155273438	88.47650146484375	2519.013427734375	220.72039794921875	262.1349182128906	107.03963470458984	216.00930786132812	124.03217315673828	122.73560333251953	344.98931884765625	218.1796417236328	210.4703369140625	266.10699462890625	549.0282592773438	94.5695571899414	142.0211944580078	197.78724670410156	145.86143493652344	73.23831176757812	252.3313446044922	160.33615112304688	85.93712615966797	178.1689453125	134.22149658203125	114.00666809082031	112.84319305419922	178.1296844482422	272.88116455078125	116.96122741699219	372.4312744140625	254.57899475097656	168.95199584960938
P06907	Mpz	Myelin protein P0	MYP0_RAT	42.68018341064453	NaN	NaN	NaN	NaN	NaN	1084.153076171875	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	637.64794921875	91.65663146972656	NaN	43.58872604370117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.51933288574219	NaN
P07092	Serpine2	Glia-derived nexin	GDN_RAT	41.21971893310547	93.56513977050781	44.74797821044922	29.457181930541992	46.01249694824219	46.69513702392578	671.7362060546875	38.117637634277344	45.94818115234375	33.68868637084961	74.82330322265625	35.685150146484375	54.15224838256836	44.69845199584961	48.45512390136719	59.78604507446289	81.27034759521484	53.63711166381836	37.68398666381836	32.32276153564453	22.32090950012207	NaN	41.894710540771484	20.113252639770508	24.924217224121094	54.62417984008789	29.713499069213867	36.41236877441406	39.18415832519531	31.43989372253418	31.06110954284668	66.48388671875	50.37062072753906	30.695186614990234	43.83027267456055	32.71259307861328
P07150	Anxa1	Annexin A1	ANXA1_RAT	600.1785278320312	672.673828125	605.127197265625	710.1900634765625	407.2001037597656	1135.7464599609375	6937.892578125	615.6046142578125	637.4560546875	481.71282958984375	545.4487915039062	298.1107482910156	1012.6671142578125	572.8911743164062	356.2866516113281	386.54620361328125	610.193359375	998.810302734375	558.5453491210938	1372.3409423828125	1237.0679931640625	814.9952392578125	614.5175170898438	563.5215454101562	446.8783264160156	525.2683715820312	638.604736328125	561.5369262695312	753.6785888671875	459.89666748046875	690.932373046875	633.0375366210938	471.906494140625	682.6573486328125	457.4580383300781	496.21826171875
P07151	B2m	Beta-2-microglobulin	B2MG_RAT	97.90992736816406	55.97660446166992	84.74125671386719	60.02199172973633	33.40019607543945	67.57933044433594	920.0762329101562	65.68053436279297	69.08463287353516	52.29276657104492	89.42408752441406	65.11302185058594	64.39613342285156	52.91743087768555	50.145782470703125	97.89916229248047	39.43077087402344	41.38884735107422	52.222450256347656	10.784632682800293	93.13510131835938	NaN	64.78948974609375	53.67335510253906	NaN	48.80635452270508	47.66584014892578	33.932090759277344	40.660926818847656	22.0076961517334	78.83296966552734	55.84109878540039	55.28929901123047	33.478782653808594	54.5386848449707	26.902931213378906
P07153	Rpn1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	RPN1_RAT	86.88548278808594	66.3114242553711	66.61909484863281	107.78508758544922	87.7406234741211	83.8243637084961	1318.4588623046875	87.68551635742188	73.51984405517578	86.72554016113281	60.979766845703125	73.4097900390625	101.52881622314453	75.04954528808594	40.06949996948242	44.30605697631836	111.54927825927734	65.43925476074219	91.8270034790039	90.34213256835938	147.51303100585938	102.14515686035156	86.0166244506836	64.8338394165039	72.72867584228516	95.13429260253906	81.71760559082031	86.06898498535156	111.47301483154297	91.2349624633789	83.19696044921875	61.2570686340332	98.41677856445312	68.73741149902344	98.98795318603516	79.27478790283203
P07154	Ctsl	Procathepsin L	CATL1_RAT	29.167076110839844	23.943527221679688	54.42443084716797	13.986410140991211	57.49824905395508	27.384042739868164	39.44858169555664	21.187597274780273	30.880258560180664	43.312808990478516	39.63313674926758	51.27585983276367	24.76814079284668	45.020572662353516	41.100616455078125	40.79338073730469	24.946380615234375	32.65687942504883	10.61418342590332	37.30060577392578	60.695762634277344	63.35269546508789	38.85502243041992	32.045780181884766	59.04822540283203	27.99226188659668	48.27019119262695	46.284423828125	20.53295135498047	39.73798370361328	26.661155700683594	31.528017044067383	29.98351287841797	24.548789978027344	26.703088760375977	27.869144439697266
P07323	Eno2	Gamma-enolase	ENOG_RAT	1036.03955078125	1517.8792724609375	1434.39453125	1172.6641845703125	1873.345947265625	2242.893310546875	2651.414306640625	1443.83544921875	1351.76953125	1141.4388427734375	1922.5137939453125	1343.96240234375	1185.7952880859375	1589.3677978515625	2145.852783203125	1415.1173095703125	1236.69921875	2383.226806640625	1089.95947265625	515.4522094726562	1331.4576416015625	1545.01904296875	841.4863891601562	489.9088134765625	991.1936645507812	1607.4654541015625	951.7896728515625	876.121826171875	1176.4906005859375	822.2167358398438	481.7356262207031	562.084228515625	1521.8385009765625	1004.2410278320312	1280.4156494140625	1679.5848388671875
P07335	Ckb	Creatine kinase B-type	KCRB_RAT	469.57598876953125	419.5091247558594	442.8318786621094	443.6040954589844	531.8709106445312	636.2943115234375	8607.8603515625	471.1858825683594	430.5583190917969	327.49920654296875	416.2138977050781	318.0589904785156	416.339111328125	368.29937744140625	332.23614501953125	440.00897216796875	560.437255859375	507.963134765625	327.4400939941406	370.9448547363281	667.3187866210938	540.7796020507812	449.8448791503906	374.7155456542969	390.02783203125	399.6655578613281	381.89794921875	374.96014404296875	423.3882141113281	380.0200500488281	434.1077880859375	373.32464599609375	502.6605224609375	282.91607666015625	352.328369140625	361.4776306152344
P07340	Atp1b1	Sodium/potassium-transporting ATPase subunit beta-1	AT1B1_RAT	359.5313720703125	126.4511947631836	52.787841796875	101.7741928100586	210.8569793701172	40.299468994140625	NaN	160.84596252441406	321.2676696777344	532.3378295898438	NaN	368.03436279296875	155.5122528076172	184.26966857910156	97.94767761230469	191.1633758544922	231.6730194091797	193.36239624023438	179.88760375976562	316.9957275390625	184.19749450683594	121.72294616699219	126.02743530273438	536.5216064453125	520.0006713867188	102.09941101074219	200.14059448242188	363.2665710449219	99.76717376708984	411.2324523925781	368.80889892578125	137.0355682373047	42.49774932861328	452.37042236328125	257.3923645019531	154.1864471435547
P07483	Fabp3	Fatty acid-binding protein, heart	FABPH_RAT	466.45867919921875	288.9804382324219	228.3234100341797	157.6233367919922	271.52679443359375	135.91574096679688	334.69287109375	212.09536743164062	384.47210693359375	1019.9600830078125	276.5783996582031	857.35009765625	90.90335083007812	344.8033447265625	560.6795043945312	437.1535339355469	271.06573486328125	337.7322692871094	95.42869567871094	817.3240356445312	161.79957580566406	174.1598358154297	140.7496795654297	813.7861938476562	1098.966064453125	155.27989196777344	378.6162109375	388.0782470703125	176.81980895996094	494.4451599121094	790.0665283203125	510.85345458984375	59.90452194213867	474.18817138671875	228.3472137451172	218.1791534423828
P07632	Sod1	Superoxide dismutase [Cu-Zn]	SODC_RAT	305.8875732421875	326.91046142578125	449.64862060546875	137.3842315673828	428.7728271484375	320.5039978027344	921.5137329101562	233.6208953857422	263.44451904296875	568.8763427734375	433.2602233886719	310.2334289550781	99.02281951904297	465.7323303222656	536.689453125	393.6758728027344	303.0232849121094	421.248046875	109.20081329345703	631.3603515625	397.1142883300781	572.631591796875	188.4093780517578	486.9029846191406	786.6654052734375	355.71002197265625	384.3677673339844	454.70440673828125	320.5490417480469	413.99609375	601.9824829101562	367.2182922363281	386.4645690917969	373.8132629394531	374.8982849121094	587.9369506835938
